序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
207,2023,監督人員(含現場及辦公室主任、科/股長),J600000000,1233,56272,81.3
208,2023,專業人員,J600000000,4808,45169,63.1
209,2023,電機、電子工程師,J600000000,272,48768,66.4
210,2023,平面及多媒體設計師,J600000000,487,39373,53.6
211,2023,護理人員,J600000000,---,---,---
212,2023,勞安及衛生管理人員(含工業安全管理師),J600000000,---,---,---
213,2023,專案管理師(含經營管理顧問),J600000000,50,54094,68.7
214,2023,稽核人員,J600000000,-,-,-
215,2023,人力資源管理師,J600000000,---,---,---
216,2023,廣告及行銷專業人員(含企劃),J600000000,593,41176,59.5
217,2023,公關專業人員,J600000000,97,41475,55.9
218,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),J600000000,258,50292,62
219,2023,編輯、作家及有關撰稿人員,J600000000,613,38316,53
220,2023,新聞記者,J600000000,1261,46344,63.5
221,2023,翻譯人員,J600000000,102,49131,69.1
222,2023,電影、舞台及有關導演與製作人,J600000000,586,48595,71.5
223,2023,廣播、電視及其他媒體播報員,J600000000,422,52092,76.1
224,2023,技術員及助理專業人員,J600000000,4928,44503,61.6
225,2023,電機、電子技術員,J600000000,302,41860,57.2
226,2023,會計人員,J600000000,216,44994,57.4
227,2023,工商業銷售代表(含業務員),J600000000,515,43948,71.7
228,2023,採購員,J600000000,---,---,---
229,2023,會議及活動規劃人員,J600000000,-,-,-
230,2023,不動產經紀人,J600000000,-,-,-
231,2023,專業秘書,J600000000,---,---,---
232,2023,法務人員,J600000000,---,---,---
233,2023,攝影師、攝影記者,J600000000,1441,46660,64.6
234,2023,節目助理及舞台相關工作人員,J600000000,1044,45034,59.6
235,2023,資訊管理及維護技術員,J600000000,227,37662,48.9
236,2023,廣播及視聽技術員(含放映員),J600000000,1054,42467,58
237,2023,事務支援人員,J600000000,3870,34931,46.4
238,2023,總務,J600000000,294,39651,52.3
239,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),J600000000,2446,33601,44.1
240,2023,收帳、收費人員(含帳款催收),J600000000,-,-,-
241,2023,接待員及服務台事務人員(含總機),J600000000,---,---,---
242,2023,電話及網路客服人員,J600000000,---,---,---
243,2023,統計調查訪談人員,J600000000,-,-,-
244,2023,會計助理、簿記、出納,J600000000,412,35645,47.6
245,2023,存貨事務人員,J600000000,---,---,---
246,2023,人事事務人員,J600000000,121,41020,55.9
247,2023,服務及銷售工作人員,J600000000,---,---,---
248,2023,廚師,J600000000,-,-,-
249,2023,收銀員及售票員,J600000000,-,-,-
250,2023,電話及網路行銷人員,J600000000,---,---,---
251,2023,建築物管理員、保全及警衛人員,J600000000,-,-,-
252,2023,技藝、機械設備操作及組裝人員,J600000000,927,43772,57
253,2023,園藝及農牧業生產人員,J600000000,-,-,-
254,2023,營建木作人員,J600000000,170,45959,59.2
255,2023,油漆、噴漆人員(含裱糊工),J600000000,---,---,---
256,2023,電力、電子、資通訊設備裝修人員(含水電工),J600000000,612,44251,57.6
257,2023,小客、貨車駕駛人員,J600000000,127,37786,50.5
258,2023,大客、貨車駕駛人員,J600000000,---,---,---
259,2023,主管及監督人員,J610000000,3487,105245,182
260,2023,高階主管(總經理及總執行長),J610000000,211,220047,397.7
261,2023,中階主管(經理),J610000000,1082,115131,196
262,2023,監督人員(含現場及辦公室主任、科/股長),J610000000,2194,89329,154.4
263,2023,專業人員,J610000000,11397,69926,127.6
264,2023,電機、電子工程師,J610000000,141,60528,81.7
265,2023,電信工程師,J610000000,3350,77631,139.7
266,2023,平面及多媒體設計師,J610000000,---,---,---
267,2023,勞安及衛生管理人員(含工業安全管理師),J610000000,123,67209,131
268,2023,財務及投資規劃分析人員,J610000000,62,77197,129.5
269,2023,專案管理師(含經營管理顧問),J610000000,677,62968,109.5
270,2023,稽核人員,J610000000,45,86497,157.1
271,2023,人力資源管理師,J610000000,315,79656,138
272,2023,廣告及行銷專業人員(含企劃),J610000000,1673,63702,121.1
273,2023,公關專業人員,J610000000,74,61236,100.1
274,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),J610000000,4712,68515,127.4
275,2023,新聞記者,J610000000,178,43880,57.7
276,2023,電影、舞台及有關導演與製作人,J610000000,-,-,-
277,2023,廣播、電視及其他媒體播報員,J610000000,---,---,---
278,2023,技術員及助理專業人員,J610000000,9775,63600,123.5
279,2023,電機、電子技術員,J610000000,---,---,---
280,2023,製圖員,J610000000,---,---,---
281,2023,會計人員,J610000000,555,67190,122.9
282,2023,工商業銷售代表(含業務員),J610000000,3291,63995,121.5
283,2023,採購員,J610000000,249,75005,140.6
284,2023,專業秘書,J610000000,135,67380,112.3
285,2023,法務人員,J610000000,123,67780,116.3
286,2023,攝影師、攝影記者,J610000000,---,---,---
287,2023,資訊管理及維護技術員,J610000000,1624,59657,120.6
288,2023,廣播及視聽技術員(含放映員),J610000000,-,-,-
289,2023,電信技術員,J610000000,3652,64212,128.9
290,2023,事務支援人員,J610000000,6378,50090,85.3
291,2023,總務,J610000000,525,67500,127.7
292,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),J610000000,1096,48601,80.1
293,2023,收帳、收費人員(含帳款催收),J610000000,937,63814,117.3
294,2023,接待員及服務台事務人員(含總機),J610000000,747,60378,121.7
295,2023,電話及網路客服人員,J610000000,2642,40690,60.9
296,2023,會計助理、簿記、出納,J610000000,252,43134,65.2
297,2023,存貨事務人員,J610000000,107,41151,58.5
298,2023,人事事務人員,J610000000,72,42989,63.4
299,2023,服務及銷售工作人員,J610000000,5717,48683,77.2
300,2023,餐飲服務人員(含餐食櫃台工作),J610000000,-,-,-
301,2023,銷售人員,J610000000,4562,47213,71.1
302,2023,電話及網路行銷人員,J610000000,1150,54575,100.8
303,2023,技藝、機械設備操作及組裝人員,J610000000,4666,58777,117.1
304,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),J610000000,---,---,---
305,2023,電力、電子、資通訊設備裝修人員(含水電工),J610000000,4637,58862,117.4
306,2023,小客、貨車駕駛人員,J610000000,---,---,---
307,2023,基層技術工及勞力工,J610000000,---,---,---
308,2023,清潔及家事工作人員(含建築清潔工、房務人員),J610000000,-,-,-
309,2023,勞力工(含理貨員、行李搬運工),J610000000,---,---,---
310,2023,主管及監督人員,J620000000,17750,97924,156.4
311,2023,高階主管(總經理及總執行長),J620000000,1903,169518,284.9
312,2023,中階主管(經理),J620000000,7578,110379,180.3
313,2023,監督人員(含現場及辦公室主任、科/股長),J620000000,8269,70034,105.1
314,2023,專業人員,J620000000,63878,66771,99.4
315,2023,品管、工管及生管工程師,J620000000,-,-,-
316,2023,機械工程師(含造船、輪機、鑄造),J620000000,-,-,-
317,2023,生物科學工程師,J620000000,-,-,-
318,2023,電機、電子工程師,J620000000,1649,64380,93.1
319,2023,電信工程師,J620000000,617,59169,80.3
320,2023,平面及多媒體設計師,J620000000,3711,48489,67.2
321,2023,產品及服裝設計師(含工業設計),J620000000,---,---,---
322,2023,護理人員,J620000000,---,---,---
323,2023,勞安及衛生管理人員(含工業安全管理師),J620000000,---,---,---
324,2023,會(審)計師,J620000000,---,---,---
325,2023,財務及投資規劃分析人員,J620000000,---,---,---
326,2023,專案管理師(含經營管理顧問),J620000000,4077,61742,86.7
327,2023,稽核人員,J620000000,---,---,---
328,2023,人力資源管理師,J620000000,746,62497,82.6
329,2023,廣告及行銷專業人員(含企劃),J620000000,3193,56336,82.2
330,2023,公關專業人員,J620000000,262,56442,71.1
331,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),J620000000,48988,69666,104.9
332,2023,律師,J620000000,-,-,-
333,2023,編輯、作家及有關撰稿人員,J620000000,298,53218,64.6
334,2023,翻譯人員,J620000000,---,---,---
335,2023,技術員及助理專業人員,J620000000,20886,47952,72.1
336,2023,電機、電子技術員,J620000000,313,37372,48.4
337,2023,機械技術員(含造船、輪機、鑄造),J620000000,-,-,-
338,2023,品管、工管及生管技術員,J620000000,-,-,-
339,2023,製圖員,J620000000,---,---,---
340,2023,農業技術及農業推廣人員,J620000000,-,-,-
341,2023,勞安及衛生技術員,J620000000,---,---,---
342,2023,會計人員,J620000000,1555,50705,72.8
343,2023,工商業銷售代表(含業務員),J620000000,6099,57390,94.5
344,2023,採購員,J620000000,530,54606,70.2
345,2023,專業秘書,J620000000,456,54331,73.7
346,2023,法務人員,J620000000,187,64162,92.5
347,2023,資訊管理及維護技術員,J620000000,10847,42121,61.1
348,2023,廣播及視聽技術員(含放映員),J620000000,-,-,-
349,2023,電信技術員,J620000000,628,43125,59.9
350,2023,事務支援人員,J620000000,15566,37125,51.7
351,2023,總務,J620000000,1127,40447,54.5
352,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),J620000000,7241,37843,53.3
353,2023,收帳、收費人員(含帳款催收),J620000000,---,---,---
354,2023,接待員及服務台事務人員(含總機),J620000000,449,32270,43.1
355,2023,電話及網路客服人員,J620000000,3638,35730,51.5
356,2023,會計助理、簿記、出納,J620000000,2204,34928,48
357,2023,存貨事務人員,J620000000,230,39989,51.9
358,2023,人事事務人員,J620000000,617,40383,51.5
359,2023,服務及銷售工作人員,J620000000,627,41676,58.3
360,2023,廚師,J620000000,---,---,---
361,2023,按摩師,J620000000,-,-,-
362,2023,銷售人員,J620000000,---,---,---
363,2023,電話及網路行銷人員,J620000000,462,39518,54.7
364,2023,技藝、機械設備操作及組裝人員,J620000000,1277,34060,44.8
365,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),J620000000,---,---,---
366,2023,電力、電子、資通訊設備裝修人員(含水電工),J620000000,751,33487,45.2
367,2023,組裝(現場)人員,J620000000,-,-,-
368,2023,小客、貨車駕駛人員,J620000000,---,---,---
369,2023,大客、貨車駕駛人員,J620000000,-,-,-
370,2023,基層技術工及勞力工,J620000000,---,---,---
371,2023,清潔及家事工作人員(含建築清潔工、房務人員),J620000000,-,-,-
372,2023,勞力工(含理貨員、行李搬運工),J620000000,---,---,---
373,2023,廚房幫工(含速食烹調),J620000000,-,-,-
374,2023,主管及監督人員,J630000000,6804,116607,162.1
375,2023,高階主管(總經理及總執行長),J630000000,523,243131,348.2
376,2023,中階主管(經理),J630000000,2311,153583,215.1
377,2023,監督人員(含現場及辦公室主任、科/股長),J630000000,3970,78415,113.4
378,2023,專業人員,J630000000,17945,90300,132
379,2023,電機、電子工程師,J630000000,996,91906,125.4
380,2023,建築工程師(含建築師),J630000000,-,-,-
381,2023,平面及多媒體設計師,J630000000,784,56485,71.8
382,2023,護理人員,J630000000,---,---,---
383,2023,勞安及衛生管理人員(含工業安全管理師),J630000000,---,---,---
384,2023,專案管理師(含經營管理顧問),J630000000,1050,93053,127.9
385,2023,稽核人員,J630000000,---,---,---
386,2023,人力資源管理師,J630000000,232,77988,100.7
387,2023,廣告及行銷專業人員(含企劃),J630000000,1460,47257,69.4
388,2023,公關專業人員,J630000000,86,59234,86
389,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),J630000000,13154,97731,145.1
390,2023,專利工程師及公證人,J630000000,-,-,-
391,2023,編輯、作家及有關撰稿人員,J630000000,108,42772,61.7
392,2023,新聞記者,J630000000,-,-,-
393,2023,翻譯人員,J630000000,-,-,-
394,2023,技術員及助理專業人員,J630000000,6315,57402,79.9
395,2023,電機、電子技術員,J630000000,---,---,---
396,2023,製圖員,J630000000,---,---,---
397,2023,勞安及衛生技術員,J630000000,-,-,-
398,2023,會計人員,J630000000,549,54952,79.1
399,2023,統計及精算助理專業人員,J630000000,-,-,-
400,2023,工商業銷售代表(含業務員),J630000000,1743,67583,97.2
401,2023,採購員,J630000000,134,73568,111.7
402,2023,專業秘書,J630000000,---,---,---
403,2023,法務人員,J630000000,---,---,---
404,2023,攝影師、攝影記者,J630000000,---,---,---
405,2023,資訊管理及維護技術員,J630000000,3697,52480,71.9
406,2023,廣播及視聽技術員(含放映員),J630000000,-,-,-
407,2023,事務支援人員,J630000000,5732,36819,47.5
408,2023,總務,J630000000,258,39557,52.1
409,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),J630000000,2588,32585,41.8
410,2023,收帳、收費人員(含帳款催收),J630000000,-,-,-
411,2023,接待員及服務台事務人員(含總機),J630000000,---,---,---
412,2023,電話及網路客服人員,J630000000,1857,42637,54.6
413,2023,會計助理、簿記、出納,J630000000,641,33053,42.8
414,2023,存貨事務人員,J630000000,---,---,---
415,2023,人事事務人員,J630000000,---,---,---
416,2023,服務及銷售工作人員,J630000000,2001,35315,50.9
417,2023,餐飲服務人員(含餐食櫃台工作),J630000000,-,-,-
418,2023,按摩師,J630000000,---,---,---
419,2023,銷售人員,J630000000,883,30970,50.4
420,2023,電話及網路行銷人員,J630000000,1099,38870,51.3
421,2023,技藝、機械設備操作及組裝人員,J630000000,---,---,---
422,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),J630000000,---,---,---
423,2023,電力、電子、資通訊設備裝修人員(含水電工),J630000000,---,---,---
424,2023,小客、貨車駕駛人員,J630000000,---,---,---
425,2023,基層技術工及勞力工,J630000000,-,-,-
426,2023,清潔及家事工作人員(含建築清潔工、房務人員),J630000000,-,-,-
