序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
131,2023,產業用機器維修人員,N770000000,2211,38251,47.1
132,2023,電力、電子、資通訊設備裝修人員(含水電工),N770000000,---,---,---
133,2023,小客、貨車駕駛人員,N770000000,---,---,---
134,2023,大客、貨車駕駛人員,N770000000,---,---,---
135,2023,推土、吊車、起重機等移運設備操作人員,N770000000,---,---,---
136,2023,船舶艙面水手及有關工作人員,N770000000,-,-,-
137,2023,基層技術工及勞力工,N770000000,---,---,---
138,2023,清潔及家事工作人員(含建築清潔工、房務人員),N770000000,---,---,---
139,2023,勞力工(含理貨員、行李搬運工),N770000000,-,-,-
140,2023,主管及監督人員,N781000000,2009,60696,79.2
141,2023,高階主管(總經理及總執行長),N781000000,---,---,---
142,2023,中階主管(經理),N781000000,613,64848,80.6
143,2023,監督人員(含現場及辦公室主任、科/股長),N781000000,---,---,---
144,2023,專業人員,N781000000,3105,37057,46.6
145,2023,平面及多媒體設計師,N781000000,-,-,-
146,2023,人力資源管理師,N781000000,-,-,-
147,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),N781000000,---,---,---
148,2023,翻譯人員,N781000000,2699,34964,44.9
149,2023,技術員及助理專業人員,N781000000,5173,37264,53.4
150,2023,會計人員,N781000000,-,-,-
151,2023,工商業銷售代表(含業務員),N781000000,---,---,---
152,2023,職業介紹人及承包人,N781000000,---,---,---
153,2023,資訊管理及維護技術員,N781000000,-,-,-
154,2023,事務支援人員,N781000000,8707,32897,41.7
155,2023,總務,N781000000,---,---,---
156,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),N781000000,5279,32828,41.5
157,2023,收帳、收費人員(含帳款催收),N781000000,-,-,-
158,2023,接待員及服務台事務人員(含總機),N781000000,---,---,---
159,2023,電話及網路客服人員,N781000000,-,-,-
160,2023,會計助理、簿記、出納,N781000000,---,---,---
161,2023,人事事務人員,N781000000,---,---,---
162,2023,服務及銷售工作人員,N781000000,-,-,-
163,2023,建築物管理員、保全及警衛人員,N781000000,-,-,-
164,2023,技藝、機械設備操作及組裝人員,N781000000,-,-,-
165,2023,小客、貨車駕駛人員,N781000000,-,-,-
166,2023,基層技術工及勞力工,N781000000,-,-,-
167,2023,清潔及家事工作人員(含建築清潔工、房務人員),N781000000,-,-,-
168,2023,主管及監督人員,N782000000,4543,64637,88.8
169,2023,高階主管(總經理及總執行長),N782000000,383,145543,198.3
170,2023,中階主管(經理),N782000000,1324,78514,116.6
171,2023,監督人員(含現場及辦公室主任、科/股長),N782000000,2836,47232,59.9
172,2023,專業人員,N782000000,7129,66308,92.1
173,2023,品管、工管及生管工程師,N782000000,-,-,-
174,2023,醫療器材、醫學工程師,N782000000,---,---,---
175,2023,電機、電子工程師,N782000000,2308,69198,90.1
176,2023,電信工程師,N782000000,---,---,---
177,2023,室內設計師,N782000000,-,-,-
178,2023,平面及多媒體設計師,N782000000,---,---,---
179,2023,產品及服裝設計師(含工業設計),N782000000,-,-,-
180,2023,藥事人員(含藥師),N782000000,-,-,-
181,2023,勞安及衛生管理人員(含工業安全管理師),N782000000,-,-,-
182,2023,物理治療師,N782000000,-,-,-
183,2023,財務及投資規劃分析人員,N782000000,---,---,---
184,2023,專案管理師(含經營管理顧問),N782000000,357,53236,60.7
185,2023,人力資源管理師,N782000000,513,51889,66.6
186,2023,廣告及行銷專業人員(含企劃),N782000000,268,47373,61.2
187,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),N782000000,3497,70357,104.5
188,2023,編輯、作家及有關撰稿人員,N782000000,-,-,-
189,2023,翻譯人員,N782000000,---,---,---
190,2023,技術員及助理專業人員,N782000000,6636,43669,59.3
191,2023,電機、電子技術員,N782000000,2299,42475,55
192,2023,機械技術員(含造船、輪機、鑄造),N782000000,494,46185,54.3
193,2023,品管、工管及生管技術員,N782000000,-,-,-
194,2023,環境工程技術員,N782000000,---,---,---
195,2023,勞安及衛生技術員,N782000000,-,-,-
196,2023,信用及貸款人員,N782000000,---,---,---
197,2023,會計人員,N782000000,---,---,---
198,2023,工商業銷售代表(含業務員),N782000000,2256,45587,67.1
199,2023,採購員,N782000000,---,---,---
200,2023,會議及活動規劃人員,N782000000,171,36632,49
201,2023,職業介紹人及承包人,N782000000,190,40528,56.2
202,2023,專業秘書,N782000000,---,---,---
203,2023,法務人員,N782000000,---,---,---
204,2023,社會工作助理人員,N782000000,-,-,-
205,2023,資訊管理及維護技術員,N782000000,496,45371,53.1
206,2023,事務支援人員,N782000000,27455,33758,43
207,2023,總務,N782000000,368,37041,47.4
208,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),N782000000,19218,33604,42.8
209,2023,收帳、收費人員(含帳款催收),N782000000,---,---,---
210,2023,接待員及服務台事務人員(含總機),N782000000,1342,33677,41.8
211,2023,電話及網路客服人員,N782000000,2709,32945,42.6
212,2023,統計調查訪談人員,N782000000,246,37132,48.9
213,2023,醫院(診所)櫃台事務人員,N782000000,---,---,---
214,2023,會計助理、簿記、出納,N782000000,1107,36653,46.1
215,2023,核保人員,N782000000,-,-,-
216,2023,統計、財務、證券及保險事務人員,N782000000,-,-,-
217,2023,存貨事務人員,N782000000,128,31562,39.9
218,2023,生產及物料規劃事務人員,N782000000,-,-,-
219,2023,人事事務人員,N782000000,2067,34332,44.1
220,2023,服務及銷售工作人員,N782000000,11451,32216,37.7
221,2023,導遊、領隊及解說員,N782000000,119,30781,38.7
222,2023,廚師,N782000000,---,---,---
223,2023,銷售人員,N782000000,1859,34831,40.9
224,2023,收銀員及售票員,N782000000,333,28393,34.6
225,2023,電話及網路行銷人員,N782000000,1777,40741,50.6
226,2023,加油站服務員,N782000000,3559,28233,31.8
227,2023,健康照顧人員(含看護、月子照護),N782000000,3105,31420,37.8
228,2023,建築物管理員、保全及警衛人員,N782000000,685,29328,37.2
229,2023,救生員,N782000000,-,-,-
230,2023,技藝、機械設備操作及組裝人員,N782000000,35937,33138,42.7
231,2023,園藝及農牧業生產人員,N782000000,-,-,-
232,2023,屋頂工作、地面牆面鋪設、泥作工作人員,N782000000,-,-,-
233,2023,管道裝設人員(含檢修),N782000000,-,-,-
234,2023,車輛維修人員(含自行車、機車、汽車、火車),N782000000,-,-,-
235,2023,航空器維修人員,N782000000,-,-,-
236,2023,產業用機器維修人員,N782000000,---,---,---
237,2023,電力、電子、資通訊設備裝修人員(含水電工),N782000000,4404,36669,62.6
238,2023,消毒及除蟲有關工作人員,N782000000,---,---,---
239,2023,生產機械設備操作人員、剪裁或裁縫人員,N782000000,3140,31202,38.2
240,2023,組裝(現場)人員,N782000000,23257,31436,39.9
241,2023,小客、貨車駕駛人員,N782000000,2247,38080,49.4
242,2023,大客、貨車駕駛人員,N782000000,1272,42019,52.1
243,2023,推土、吊車、起重機等移運設備操作人員,N782000000,272,32696,41.4
244,2023,基層技術工及勞力工,N782000000,14942,29031,35.7
245,2023,清潔及家事工作人員(含建築清潔工、房務人員),N782000000,5013,29411,34.4
246,2023,勞力工(含理貨員、行李搬運工),N782000000,9830,28847,36.4
247,2023,廢棄物收集工及回收資源分類工,N782000000,---,---,---
248,2023,廚房幫工(含速食烹調),N782000000,---,---,---
249,2023,停車場管理工,N782000000,-,-,-
250,2023,主管及監督人員,N790000000,4054,49129,60.2
251,2023,高階主管(總經理及總執行長),N790000000,124,115058,132.5
252,2023,中階主管(經理),N790000000,1112,54136,65.2
253,2023,監督人員(含現場及辦公室主任、科/股長),N790000000,2818,44252,54.6
254,2023,專業人員,N790000000,1186,41375,51.9
255,2023,平面及多媒體設計師,N790000000,221,36154,40.7
256,2023,護理人員,N790000000,---,---,---
257,2023,財務及投資規劃分析人員,N790000000,-,-,-
258,2023,稽核人員,N790000000,-,-,-
259,2023,人力資源管理師,N790000000,---,---,---
260,2023,廣告及行銷專業人員(含企劃),N790000000,685,39789,46.5
261,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),N790000000,178,52295,80.9
262,2023,編輯、作家及有關撰稿人員,N790000000,-,-,-
263,2023,電影、舞台及有關導演與製作人,N790000000,-,-,-
264,2023,技術員及助理專業人員,N790000000,1823,40652,45.1
265,2023,電機、電子技術員,N790000000,-,-,-
266,2023,工商業銷售代表(含業務員),N790000000,1707,40643,45.1
267,2023,專業秘書,N790000000,---,---,---
268,2023,法務人員,N790000000,---,---,---
269,2023,攝影師、攝影記者,N790000000,-,-,-
270,2023,資訊管理及維護技術員,N790000000,---,---,---
271,2023,事務支援人員,N790000000,14012,31829,37.7
272,2023,總務,N790000000,234,31541,39.3
273,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),N790000000,2497,32531,39
274,2023,收帳、收費人員(含帳款催收),N790000000,-,-,-
275,2023,旅遊諮詢人員(含旅行社事務人員),N790000000,9430,31727,37.6
276,2023,接待員及服務台事務人員(含總機),N790000000,---,---,---
277,2023,電話及網路客服人員,N790000000,249,36421,41.2
278,2023,會計助理、簿記、出納,N790000000,1160,31003,36.1
279,2023,人事事務人員,N790000000,---,---,---
280,2023,服務及銷售工作人員,N790000000,2427,32591,40.7
281,2023,隨車、船、飛機服務人員(含空服員),N790000000,-,-,-
282,2023,導遊、領隊及解說員,N790000000,---,---,---
283,2023,按摩師,N790000000,-,-,-
284,2023,銷售人員,N790000000,501,34284,52.1
285,2023,電話及網路行銷人員,N790000000,---,---,---
286,2023,建築物管理員、保全及警衛人員,N790000000,-,-,-
287,2023,基層技術工及勞力工,N790000000,-,-,-
288,2023,收票員、引座員、休閒遊樂場所服務員,N790000000,-,-,-
289,2023,主管及監督人員,N800000000,11473,52949,68.4
290,2023,高階主管(總經理及總執行長),N800000000,868,103969,137.7
291,2023,中階主管(經理),N800000000,2953,57777,76.4
292,2023,監督人員(含現場及辦公室主任、科/股長),N800000000,7652,45299,57.3
293,2023,專業人員,N800000000,165,46002,61.3
294,2023,電機、電子工程師,N800000000,---,---,---
295,2023,專案管理師(含經營管理顧問),N800000000,-,-,-
296,2023,稽核人員,N800000000,-,-,-
297,2023,人力資源管理師,N800000000,---,---,---
298,2023,廣告及行銷專業人員(含企劃),N800000000,---,---,---
299,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),N800000000,---,---,---
300,2023,翻譯人員,N800000000,-,-,-
301,2023,技術員及助理專業人員,N800000000,2850,36155,51.7
302,2023,電機、電子技術員,N800000000,371,38618,54.5
303,2023,會計人員,N800000000,---,---,---
304,2023,工商業銷售代表(含業務員),N800000000,2032,34090,49.8
305,2023,專業秘書,N800000000,---,---,---
306,2023,法務人員,N800000000,---,---,---
307,2023,資訊管理及維護技術員,N800000000,---,---,---
308,2023,事務支援人員,N800000000,3624,35619,47.7
309,2023,總務,N800000000,203,35457,44.8
310,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),N800000000,1528,36442,51.2
311,2023,收帳、收費人員(含帳款催收),N800000000,311,38226,52.7
312,2023,接待員及服務台事務人員(含總機),N800000000,---,---,---
313,2023,電話及網路客服人員,N800000000,337,36119,43.3
314,2023,會計助理、簿記、出納,N800000000,578,35343,45.3
315,2023,存貨事務人員,N800000000,256,33191,40.4
316,2023,人事事務人員,N800000000,245,33063,42.1
317,2023,服務及銷售工作人員,N800000000,83329,31807,40.9
318,2023,建築物管理員、保全及警衛人員,N800000000,83329,31807,40.9
319,2023,技藝、機械設備操作及組裝人員,N800000000,544,37267,54.5
320,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),N800000000,---,---,---
321,2023,電力、電子、資通訊設備裝修人員(含水電工),N800000000,539,37249,54.5
322,2023,基層技術工及勞力工,N800000000,---,---,---
323,2023,清潔及家事工作人員(含建築清潔工、房務人員),N800000000,---,---,---
324,2023,停車場管理工,N800000000,-,-,-
325,2023,主管及監督人員,N810000000,9150,48229,63
326,2023,高階主管(總經理及總執行長),N810000000,296,117679,149.9
327,2023,中階主管(經理),N810000000,1861,57048,74.1
328,2023,監督人員(含現場及辦公室主任、科/股長),N810000000,6993,42943,54.6
329,2023,專業人員,N810000000,279,46446,61.9
330,2023,品管、工管及生管工程師,N810000000,-,-,-
331,2023,電機、電子工程師,N810000000,79,50404,63.3
332,2023,專案管理師(含經營管理顧問),N810000000,-,-,-
333,2023,人力資源管理師,N810000000,---,---,---
334,2023,廣告及行銷專業人員(含企劃),N810000000,---,---,---
335,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),N810000000,---,---,---
336,2023,技術員及助理專業人員,N810000000,3930,40440,53.8
337,2023,營建工程技術員(含建築、土木、景觀、測量、水利、消防),N810000000,---,---,---
338,2023,電機、電子技術員,N810000000,1756,41167,56.4
339,2023,品管、工管及生管技術員,N810000000,-,-,-
340,2023,環境工程技術員,N810000000,---,---,---
341,2023,勞安及衛生技術員,N810000000,---,---,---
342,2023,會計人員,N810000000,-,-,-
343,2023,工商業銷售代表(含業務員),N810000000,473,42649,51.6
344,2023,採購員,N810000000,---,---,---
345,2023,會議及活動規劃人員,N810000000,-,-,-
346,2023,專業秘書,N810000000,---,---,---
347,2023,法務人員,N810000000,---,---,---
348,2023,資訊管理及維護技術員,N810000000,---,---,---
349,2023,事務支援人員,N810000000,6552,32750,40.4
350,2023,總務,N810000000,488,31907,38.6
351,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),N810000000,3482,32869,40
352,2023,收帳、收費人員(含帳款催收),N810000000,---,---,---
353,2023,接待員及服務台事務人員(含總機),N810000000,1045,32788,40.5
354,2023,會計助理、簿記、出納,N810000000,1148,32426,41.8
355,2023,存貨事務人員,N810000000,---,---,---
356,2023,人事事務人員,N810000000,368,33565,41.9
357,2023,服務及銷售工作人員,N810000000,9687,33381,42.3
358,2023,廚師,N810000000,-,-,-
359,2023,收銀員及售票員,N810000000,-,-,-
360,2023,健康照顧人員(含看護、月子照護),N810000000,---,---,---
361,2023,建築物管理員、保全及警衛人員,N810000000,9651,33370,42.3
362,2023,技藝、機械設備操作及組裝人員,N810000000,4273,35525,46.7
363,2023,園藝及農牧業生產人員,N810000000,---,---,---
364,2023,產業用機器維修人員,N810000000,1657,34672,49.1
365,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),N810000000,---,---,---
366,2023,電力、電子、資通訊設備裝修人員(含水電工),N810000000,636,37571,43.1
367,2023,消毒及除蟲有關工作人員,N810000000,1087,35252,44.5
368,2023,小客、貨車駕駛人員,N810000000,140,40461,52
369,2023,大客、貨車駕駛人員,N810000000,197,37796,55.2
370,2023,基層技術工及勞力工,N810000000,74311,29634,36.6
371,2023,清潔及家事工作人員(含建築清潔工、房務人員),N810000000,70427,29648,36.6
372,2023,勞力工(含理貨員、行李搬運工),N810000000,3422,29544,37.6
373,2023,廢棄物收集工及回收資源分類工,N810000000,201,27331,34.5
374,2023,廚房幫工(含速食烹調),N810000000,259,28831,31.7
375,2023,停車場管理工,N810000000,-,-,-
376,2023,主管及監督人員,N820000000,3321,65924,83.6
377,2023,高階主管(總經理及總執行長),N820000000,---,---,---
378,2023,中階主管(經理),N820000000,945,76733,102.3
379,2023,監督人員(含現場及辦公室主任、科/股長),N820000000,2042,47900,63
380,2023,專業人員,N820000000,1859,42944,54.8
381,2023,電機、電子工程師,N820000000,-,-,-
382,2023,平面及多媒體設計師,N820000000,---,---,---
383,2023,專案管理師(含經營管理顧問),N820000000,---,---,---
384,2023,人力資源管理師,N820000000,-,-,-
385,2023,廣告及行銷專業人員(含企劃),N820000000,---,---,---
386,2023,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),N820000000,-,-,-
387,2023,編輯、作家及有關撰稿人員,N820000000,-,-,-
388,2023,技術員及助理專業人員,N820000000,2648,44842,59.7
389,2023,會計人員,N820000000,---,---,---
390,2023,工商業銷售代表(含業務員),N820000000,---,---,---
391,2023,會議及活動規劃人員,N820000000,---,---,---
392,2023,法務人員,N820000000,---,---,---
393,2023,資訊管理及維護技術員,N820000000,-,-,-
394,2023,事務支援人員,N820000000,11897,38073,51.6
395,2023,總務,N820000000,---,---,---
396,2023,辦公室綜合事務人員(含資料登錄、一般事務秘書),N820000000,2607,38772,53.3
397,2023,收帳、收費人員(含帳款催收),N820000000,---,---,---
398,2023,電話及網路客服人員,N820000000,6481,38336,51.3
399,2023,會計助理、簿記、出納,N820000000,---,---,---
400,2023,存貨事務人員,N820000000,---,---,---
401,2023,人事事務人員,N820000000,---,---,---
402,2023,服務及銷售工作人員,N820000000,-,-,-
403,2023,電話及網路行銷人員,N820000000,-,-,-
404,2023,技藝、機械設備操作及組裝人員,N820000000,---,---,---
405,2023,美編、印刷及有關工作人員(含印刷前置、裝訂),N820000000,---,---,---
406,2023,電力、電子、資通訊設備裝修人員(含水電工),N820000000,-,-,-
407,2023,生產機械設備操作人員、剪裁或裁縫人員,N820000000,---,---,---
408,2023,組裝(現場)人員,N820000000,---,---,---
409,2023,推土、吊車、起重機等移運設備操作人員,N820000000,-,-,-
410,2023,基層技術工及勞力工,N820000000,2815,31293,40.2
411,2023,清潔及家事工作人員(含建築清潔工、房務人員),N820000000,---,---,---
412,2023,勞力工(含理貨員、行李搬運工),N820000000,2165,28990,37.9
413,2023,抄表員及自動販賣機收款員,N820000000,-,-,-
