序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,111年1月至111年12月全年薪資所得（金額萬元）
175,2023,生產及物料規劃事務人員,D352000000,37,40370,66.3
176,2023,人事事務人員,D352000000,62,45370,81.4
177,2023,服務及銷售工作人員,D352000000,---,---,---
178,2023,銷售人員,D352000000,---,---,---
179,2023,建築物管理員、保全及警衛人員,D352000000,---,---,---
180,2023,技藝、機械設備操作及組裝人員,D352000000,942,40130,66.6
181,2023,鋼筋彎紮、模板及混凝土有關工作人員,D352000000,-,-,-
182,2023,管道裝設人員(含檢修),D352000000,539,41200,75.4
183,2023,電力、電子、資通訊設備裝修人員(含水電工),D352000000,---,---,---
184,2023,生產機械設備操作人員、剪裁或裁縫人員,D352000000,56,35698,48.8
185,2023,小客、貨車駕駛人員,D352000000,129,37661,56.5
186,2023,大客、貨車駕駛人員,D352000000,177,41295,52.7
187,2023,推土、吊車、起重機等移運設備操作人員,D352000000,---,---,---
188,2023,船舶艙面水手及有關工作人員,D352000000,-,-,-
189,2023,基層技術工及勞力工,D352000000,206,34376,54.9
190,2023,清潔及家事工作人員(含建築清潔工、房務人員),D352000000,---,---,---
191,2023,勞力工(含理貨員、行李搬運工),D352000000,---,---,---
192,2023,抄表員及自動販賣機收款員,D352000000,133,36795,61.3
