序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
77,2025,勞力工(含理貨員、行李搬運工),P000000000,---,---,---
78,2025,廚房幫工(含速食烹調),P000000000,2952,30694,39.2
79,2025,停車場管理工,P000000000,-,-,-
80,2025,主管及監督人員,P851000000,5667,59566,78.4
81,2025,高階主管(總經理及總執行長),P851000000,---,---,---
82,2025,中階主管(經理),P851000000,4063,60565,79.8
83,2025,監督人員(含現場及辦公室主任、科/股長),P851000000,1270,48715,65
84,2025,專業人員,P851000000,52092,42026,54.6
85,2025,護理人員,P851000000,---,---,---
86,2025,學前教育人員,P851000000,51556,42005,54.5
87,2025,廣告及行銷專業人員(含企劃),P851000000,-,-,-
88,2025,社工師、心理專業人員,P851000000,-,-,-
89,2025,翻譯人員,P851000000,-,-,-
90,2025,技術員及助理專業人員,P851000000,-,-,-
91,2025,專業秘書,P851000000,-,-,-
92,2025,資訊管理及維護技術員,P851000000,-,-,-
93,2025,事務支援人員,P851000000,9503,35714,45.8
94,2025,總務,P851000000,---,---,---
95,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),P851000000,3582,34383,44.2
96,2025,接待員及服務台事務人員(含總機),P851000000,---,---,---
97,2025,會計助理、簿記、出納,P851000000,---,---,---
98,2025,人事事務人員,P851000000,---,---,---
99,2025,教務人員(含班導師、課輔人員),P851000000,4045,37737,48.3
100,2025,服務及銷售工作人員,P851000000,5317,33642,42.8
101,2025,隨車、船、飛機服務人員(含空服員),P851000000,-,-,-
102,2025,廚師(含廚房領班),P851000000,1625,32054,40.6
103,2025,兒童照顧人員(含保母),P851000000,3666,34369,44
104,2025,建築物管理員、保全及警衛人員,P851000000,---,---,---
105,2025,技藝、機械設備操作及組裝人員,P851000000,2178,32091,40.3
106,2025,園藝及農牧業生產人員,P851000000,-,-,-
107,2025,美編、印刷及有關工作人員(含印刷前置、裝訂),P851000000,-,-,-
108,2025,電力、電子、資通訊設備裝修人員(含水電工),P851000000,-,-,-
109,2025,木材處理、家具木工及有關工作人員,P851000000,-,-,-
110,2025,小客、貨車駕駛人員,P851000000,2178,32091,40.3
111,2025,大客、貨車駕駛人員,P851000000,-,-,-
112,2025,基層技術工及勞力工,P851000000,3763,30553,38.8
113,2025,清潔及家事工作人員(含建築清潔工、房務人員),P851000000,---,---,---
114,2025,勞力工(含理貨員、行李搬運工),P851000000,---,---,---
115,2025,廚房幫工(含速食烹調),P851000000,2891,30668,39.1
116,2025,主管及監督人員,P859000000,5420,50535,64.1
117,2025,高階主管(總經理及總執行長),P859000000,---,---,---
118,2025,中階主管(經理),P859000000,770,66673,88.3
119,2025,監督人員(含現場及辦公室主任、科/股長),P859000000,4556,46335,58.2
120,2025,專業人員,P859000000,28327,38033,46.8
121,2025,航空機械工程師,P859000000,---,---,---
122,2025,電機、電子工程師,P859000000,-,-,-
123,2025,平面及多媒體設計師,P859000000,---,---,---
124,2025,護理人員,P859000000,---,---,---
125,2025,勞安及衛生管理人員(含工業安全管理師),P859000000,---,---,---
126,2025,補教業教師,P859000000,26082,37253,45.7
127,2025,專案管理師(含經營管理顧問),P859000000,---,---,---
128,2025,稽核人員,P859000000,---,---,---
129,2025,人力資源管理師,P859000000,---,---,---
130,2025,廣告及行銷專業人員(含企劃),P859000000,839,42550,51.7
131,2025,公關專業人員,P859000000,---,---,---
132,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),P859000000,814,52371,65.4
133,2025,專利工程師及公證人,P859000000,-,-,-
134,2025,人文社會科學研究人員,P859000000,---,---,---
135,2025,編輯、作家及有關撰稿人員,P859000000,-,-,-
136,2025,翻譯人員,P859000000,---,---,---
137,2025,其他專業人員,P859000000,-,-,-
138,2025,技術員及助理專業人員,P859000000,973,39976,50.7
139,2025,電機、電子技術員,P859000000,-,-,-
140,2025,航空機械技術員,P859000000,---,---,---
141,2025,航空駕駛員,P859000000,---,---,---
142,2025,飛航管制員,P859000000,---,---,---
143,2025,勞安及衛生技術員,P859000000,-,-,-
144,2025,會計人員,P859000000,---,---,---
145,2025,工商業銷售代表(含業務員),P859000000,---,---,---
146,2025,採購員,P859000000,57,37042,46.8
147,2025,職業介紹人及承包人,P859000000,-,-,-
148,2025,專業秘書,P859000000,-,-,-
149,2025,法務人員,P859000000,---,---,---
150,2025,社會工作助理人員,P859000000,---,---,---
151,2025,運動、健身及休閒娛樂指導員,P859000000,---,---,---
152,2025,攝影師、攝影記者,P859000000,-,-,-
153,2025,資訊管理及維護技術員,P859000000,---,---,---
154,2025,廣播及視聽技術員(含放映員),P859000000,-,-,-
155,2025,事務支援人員,P859000000,23960,33974,43.3
156,2025,總務,P859000000,864,35410,45
157,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),P859000000,5714,35036,44.5
158,2025,收帳、收費人員(含帳款催收),P859000000,---,---,---
159,2025,旅遊諮詢人員(含旅行社事務人員),P859000000,-,-,-
160,2025,接待員及服務台事務人員(含總機),P859000000,4012,32258,40
161,2025,電話及網路客服人員,P859000000,615,36478,45.9
162,2025,醫院(診所)櫃台事務人員,P859000000,-,-,-
163,2025,會計助理、簿記、出納,P859000000,1362,35666,43
164,2025,存貨事務人員,P859000000,---,---,---
165,2025,人事事務人員,P859000000,---,---,---
166,2025,教務人員(含班導師、課輔人員),P859000000,10805,33447,43.1
167,2025,服務及銷售工作人員,P859000000,588,35787,46.4
168,2025,廚師(含廚房領班),P859000000,-,-,-
169,2025,餐飲服務人員(含餐飲領班、餐食櫃台工作),P859000000,-,-,-
170,2025,美髮、美容及造型設計人員,P859000000,-,-,-
171,2025,按摩師,P859000000,-,-,-
172,2025,商店銷售及展售人員(含門市店長),P859000000,---,---,---
173,2025,收銀員及售票員,P859000000,-,-,-
174,2025,電話及網路行銷人員,P859000000,483,35347,44.7
175,2025,兒童照顧人員(含保母),P859000000,-,-,-
176,2025,建築物管理員、保全及警衛人員,P859000000,-,-,-
177,2025,救生員,P859000000,-,-,-
178,2025,技藝、機械設備操作及組裝人員,P859000000,---,---,---
179,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),P859000000,-,-,-
180,2025,車輛維修人員(含自行車、機車、汽車、火車),P859000000,-,-,-
181,2025,美編、印刷及有關工作人員(含印刷前置、裝訂),P859000000,---,---,---
182,2025,電力、電子、資通訊設備裝修人員(含水電工),P859000000,---,---,---
183,2025,小客、貨車駕駛人員,P859000000,---,---,---
184,2025,基層技術工及勞力工,P859000000,---,---,---
185,2025,清潔及家事工作人員(含建築清潔工、房務人員),P859000000,---,---,---
186,2025,勞力工(含理貨員、行李搬運工),P859000000,---,---,---
187,2025,廚房幫工(含速食烹調),P859000000,---,---,---
188,2025,停車場管理工,P859000000,-,-,-
