序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
69,2025,電話及網路客服人員,R000000000,339,34763,45.3
70,2025,統計調查訪談人員,R000000000,-,-,-
71,2025,醫院(診所)櫃台事務人員,R000000000,-,-,-
72,2025,會計助理、簿記、出納,R000000000,2154,36013,45.3
73,2025,統計、財務、證券及保險事務人員,R000000000,---,---,---
74,2025,存貨事務人員,R000000000,---,---,---
75,2025,人事事務人員,R000000000,234,36449,45.4
76,2025,其他事務支援人員,R000000000,-,-,-
77,2025,服務及銷售工作人員,R000000000,17458,34167,42.5
78,2025,隨車、船、飛機服務人員(含空服員),R000000000,---,---,---
79,2025,導遊、領隊及解說員,R000000000,---,---,---
80,2025,廚師(含廚房領班),R000000000,1651,41022,50
81,2025,飲料調配及調酒員,R000000000,827,33002,41.6
82,2025,餐飲服務人員(含餐飲領班、餐食櫃台工作),R000000000,7351,33365,42.1
83,2025,美髮、美容及造型設計人員,R000000000,---,---,---
84,2025,旅館管家、舍監(含房務領班),R000000000,---,---,---
85,2025,寵物美容師及動物照料工作人員,R000000000,272,34310,44.8
86,2025,按摩師,R000000000,-,-,-
87,2025,商店銷售及展售人員(含門市店長),R000000000,2785,35103,44
88,2025,收銀員及售票員,R000000000,2523,32131,39.4
89,2025,電話及網路行銷人員,R000000000,-,-,-
90,2025,兒童照顧人員(含保母),R000000000,-,-,-
91,2025,建築物管理員、保全及警衛人員,R000000000,253,33422,40
92,2025,救生員,R000000000,1075,34077,41.7
93,2025,其他服務及銷售工作人員,R000000000,476,31171,37.7
94,2025,技藝、機械設備操作及組裝人員,R000000000,2085,36306,45.9
95,2025,園藝及農牧業生產人員,R000000000,635,35478,44.6
96,2025,營建木作人員,R000000000,---,---,---
97,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),R000000000,-,-,-
98,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),R000000000,---,---,---
99,2025,焊接及切割人員(含電焊工、氣焊工),R000000000,-,-,-
100,2025,車輛維修人員(含自行車、機車、汽車、火車),R000000000,---,---,---
101,2025,產業用機器維修人員,R000000000,421,36561,44.5
102,2025,陶瓷製品有關工作人員(含磚瓦),R000000000,-,-,-
103,2025,各種材質手工藝人員,R000000000,-,-,-
104,2025,美編、印刷及有關工作人員(含印刷前置、裝訂),R000000000,-,-,-
105,2025,電力、電子、資通訊設備裝修人員(含水電工),R000000000,586,37059,47.6
106,2025,食品製造及處理人員(含酒類、飲料、製糖、菸葉),R000000000,---,---,---
107,2025,服飾打樣人員,R000000000,---,---,---
108,2025,潛水人員,R000000000,-,-,-
109,2025,消毒及除蟲有關工作人員,R000000000,-,-,-
110,2025,生產機械設備操作人員、剪裁或裁縫人員,R000000000,-,-,-
111,2025,洗衣(含鞋包)、熨燙工,R000000000,---,---,---
112,2025,軌道車輛駕駛人員,R000000000,-,-,-
113,2025,小客、貨車駕駛人員,R000000000,---,---,---
114,2025,大客、貨車駕駛人員,R000000000,---,---,---
115,2025,推土、吊車、起重機等移運設備操作人員,R000000000,---,---,---
116,2025,船舶艙面水手及有關工作人員,R000000000,---,---,---
117,2025,其他技藝、機械設備操作及組裝人員,R000000000,-,-,-
118,2025,基層技術工及勞力工,R000000000,13992,31065,37.9
119,2025,清潔及家事工作人員(含建築清潔工、房務人員),R000000000,1725,30355,37.4
120,2025,勞力工(含理貨員、行李搬運工),R000000000,894,31009,38.1
121,2025,廚房幫工(含速食烹調),R000000000,443,30084,37.2
122,2025,抄表員及自動販賣機收款員,R000000000,-,-,-
123,2025,停車場管理工,R000000000,---,---,---
124,2025,收票員、引座員、休閒遊樂場所服務員,R000000000,10916,31219,38
125,2025,主管及監督人員,R900000000,1874,72607,96.9
126,2025,高階主管(總經理及總執行長),R900000000,---,---,---
127,2025,中階主管(經理),R900000000,545,97487,126.3
128,2025,監督人員(含現場及辦公室主任、科/股長),R900000000,1209,53109,73.7
129,2025,專業人員,R900000000,5491,41105,54.4
130,2025,統計及精算專業人員,R900000000,-,-,-
131,2025,電機、電子工程師,R900000000,-,-,-
132,2025,平面及多媒體設計師,R900000000,791,39173,52.8
133,2025,產品及服裝設計師(含工業設計),R900000000,-,-,-
134,2025,護理人員,R900000000,-,-,-
135,2025,勞安及衛生管理人員(含工業安全管理師),R900000000,---,---,---
136,2025,財務及投資規劃分析人員,R900000000,-,-,-
137,2025,專案管理師(含經營管理顧問),R900000000,---,---,---
138,2025,稽核人員,R900000000,---,---,---
139,2025,人力資源管理師,R900000000,---,---,---
140,2025,廣告及行銷專業人員(含企劃),R900000000,2357,40849,54
141,2025,公關專業人員,R900000000,---,---,---
142,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),R900000000,---,---,---
143,2025,編輯、作家及有關撰稿人員,R900000000,---,---,---
144,2025,表演藝術人員(含演員、配音員),R900000000,1305,36549,48
145,2025,電影、舞台及有關導演與製作人,R900000000,---,---,---
146,2025,其他專業人員,R900000000,---,---,---
147,2025,技術員及助理專業人員,R900000000,3605,37909,48.4
148,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),R900000000,-,-,-
149,2025,電機、電子技術員,R900000000,-,-,-
150,2025,製圖員,R900000000,-,-,-
151,2025,會計人員,R900000000,-,-,-
152,2025,工商業銷售代表(含業務員),R900000000,---,---,---
153,2025,採購員,R900000000,-,-,-
154,2025,會議及活動規劃人員,R900000000,---,---,---
155,2025,專業秘書,R900000000,---,---,---
156,2025,法務人員,R900000000,---,---,---
157,2025,運動、健身及休閒娛樂指導員,R900000000,---,---,---
158,2025,攝影師、攝影記者,R900000000,-,-,-
159,2025,節目助理及舞台相關工作人員,R900000000,2208,36783,47.1
160,2025,資訊管理及維護技術員,R900000000,---,---,---
161,2025,廣播及視聽技術員(含放映員),R900000000,---,---,---
162,2025,電信技術員,R900000000,-,-,-
163,2025,其他技術員及助理專業人員,R900000000,-,-,-
164,2025,事務支援人員,R900000000,3600,34968,44.4
165,2025,總務,R900000000,---,---,---
166,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),R900000000,2052,34619,43.9
167,2025,接待員及服務台事務人員(含總機),R900000000,---,---,---
168,2025,電話及網路客服人員,R900000000,---,---,---
169,2025,醫院(診所)櫃台事務人員,R900000000,-,-,-
170,2025,會計助理、簿記、出納,R900000000,991,35913,45.5
171,2025,統計、財務、證券及保險事務人員,R900000000,---,---,---
172,2025,存貨事務人員,R900000000,---,---,---
173,2025,人事事務人員,R900000000,---,---,---
174,2025,服務及銷售工作人員,R900000000,234,34384,42.5
175,2025,導遊、領隊及解說員,R900000000,---,---,---
176,2025,廚師(含廚房領班),R900000000,-,-,-
177,2025,飲料調配及調酒員,R900000000,-,-,-
178,2025,餐飲服務人員(含餐飲領班、餐食櫃台工作),R900000000,-,-,-
179,2025,美髮、美容及造型設計人員,R900000000,-,-,-
180,2025,商店銷售及展售人員(含門市店長),R900000000,207,33912,42.3
181,2025,收銀員及售票員,R900000000,-,-,-
182,2025,電話及網路行銷人員,R900000000,-,-,-
183,2025,其他服務及銷售工作人員,R900000000,-,-,-
184,2025,技藝、機械設備操作及組裝人員,R900000000,---,---,---
185,2025,園藝及農牧業生產人員,R900000000,-,-,-
186,2025,營建木作人員,R900000000,-,-,-
187,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),R900000000,-,-,-
188,2025,各種材質手工藝人員,R900000000,-,-,-
189,2025,美編、印刷及有關工作人員(含印刷前置、裝訂),R900000000,-,-,-
190,2025,電力、電子、資通訊設備裝修人員(含水電工),R900000000,---,---,---
191,2025,小客、貨車駕駛人員,R900000000,---,---,---
192,2025,大客、貨車駕駛人員,R900000000,-,-,-
193,2025,推土、吊車、起重機等移運設備操作人員,R900000000,-,-,-
194,2025,基層技術工及勞力工,R900000000,---,---,---
195,2025,清潔及家事工作人員(含建築清潔工、房務人員),R900000000,---,---,---
196,2025,勞力工(含理貨員、行李搬運工),R900000000,---,---,---
197,2025,廚房幫工(含速食烹調),R900000000,-,-,-
198,2025,抄表員及自動販賣機收款員,R900000000,-,-,-
199,2025,收票員、引座員、休閒遊樂場所服務員,R900000000,-,-,-
200,2025,主管及監督人員,R930000000,8350,66259,85.9
201,2025,高階主管(總經理及總執行長),R930000000,566,136018,175.8
202,2025,中階主管(經理),R930000000,2831,82501,104.8
203,2025,監督人員(含現場及辦公室主任、科/股長),R930000000,4953,49003,64.3
204,2025,專業人員,R930000000,1863,41910,58.1
205,2025,農、林、漁、牧業專業人員,R930000000,-,-,-
206,2025,電機、電子工程師,R930000000,---,---,---
207,2025,建築工程師(含建築師),R930000000,-,-,-
208,2025,景觀設計師、都市及交通規劃師,R930000000,-,-,-
209,2025,室內設計師,R930000000,---,---,---
210,2025,平面及多媒體設計師,R930000000,184,41652,56.9
211,2025,醫師,R930000000,-,-,-
212,2025,護理人員,R930000000,---,---,---
213,2025,獸醫師,R930000000,---,---,---
214,2025,勞安及衛生管理人員(含工業安全管理師),R930000000,---,---,---
215,2025,營養師,R930000000,---,---,---
216,2025,聽力及語言治療師,R930000000,-,-,-
217,2025,其他醫療保健專業人員,R930000000,-,-,-
218,2025,補教業教師,R930000000,-,-,-
219,2025,會(審)計師,R930000000,-,-,-
220,2025,風險控管人員,R930000000,---,---,---
221,2025,財務及投資規劃分析人員,R930000000,---,---,---
222,2025,專案管理師(含經營管理顧問),R930000000,74,50349,65.4
223,2025,稽核人員,R930000000,---,---,---
224,2025,人力資源管理師,R930000000,---,---,---
225,2025,廣告及行銷專業人員(含企劃),R930000000,833,38886,53.7
226,2025,公關專業人員,R930000000,---,---,---
227,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),R930000000,168,55683,83.4
228,2025,編輯、作家及有關撰稿人員,R930000000,-,-,-
229,2025,翻譯人員,R930000000,---,---,---
230,2025,表演藝術人員(含演員、配音員),R930000000,304,36354,45.1
231,2025,電影、舞台及有關導演與製作人,R930000000,-,-,-
232,2025,廣播、電視及其他媒體播報員,R930000000,---,---,---
233,2025,其他專業人員,R930000000,-,-,-
234,2025,技術員及助理專業人員,R930000000,9031,51701,69.9
235,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),R930000000,76,41711,51
236,2025,電機、電子技術員,R930000000,---,---,---
237,2025,機械技術員(含造船、輪機、鑄造),R930000000,-,-,-
238,2025,品管、工管及生管技術員,R930000000,-,-,-
239,2025,環境工程技術員,R930000000,---,---,---
240,2025,焚化爐、水處理及氣(液)體設備操作員,R930000000,-,-,-
241,2025,物理、職能(復健)治療技術員,R930000000,-,-,-
242,2025,勞安及衛生技術員,R930000000,-,-,-
243,2025,其他醫療保健助理專業人員,R930000000,---,---,---
244,2025,會計人員,R930000000,---,---,---
245,2025,統計及精算助理專業人員,R930000000,-,-,-
246,2025,工商業銷售代表(含業務員),R930000000,349,47403,72.4
247,2025,採購員,R930000000,119,39329,51.2
248,2025,會議及活動規劃人員,R930000000,---,---,---
249,2025,專業秘書,R930000000,---,---,---
250,2025,法務人員,R930000000,---,---,---
251,2025,職業運動員,R930000000,343,162702,171.8
252,2025,運動、健身及休閒娛樂指導員,R930000000,7281,48401,67.6
253,2025,攝影師、攝影記者,R930000000,---,---,---
254,2025,節目助理及舞台相關工作人員,R930000000,---,---,---
255,2025,資訊管理及維護技術員,R930000000,224,36128,45.3
256,2025,廣播及視聽技術員(含放映員),R930000000,174,38748,47.7
257,2025,電信技術員,R930000000,-,-,-
258,2025,其他技術員及助理專業人員,R930000000,-,-,-
259,2025,事務支援人員,R930000000,9234,34248,43
260,2025,總務,R930000000,461,34497,42.6
261,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),R930000000,1361,35067,46.5
262,2025,銀行、郵局櫃台事務人員,R930000000,-,-,-
263,2025,收帳、收費人員(含帳款催收),R930000000,---,---,---
264,2025,接待員及服務台事務人員(含總機),R930000000,5394,33576,41.3
265,2025,電話及網路客服人員,R930000000,257,33914,44.4
266,2025,統計調查訪談人員,R930000000,-,-,-
267,2025,醫院(診所)櫃台事務人員,R930000000,-,-,-
268,2025,會計助理、簿記、出納,R930000000,1163,36099,45.1
269,2025,統計、財務、證券及保險事務人員,R930000000,---,---,---
270,2025,存貨事務人員,R930000000,---,---,---
271,2025,人事事務人員,R930000000,196,36158,45.1
272,2025,其他事務支援人員,R930000000,-,-,-
273,2025,服務及銷售工作人員,R930000000,17224,34164,42.5
274,2025,隨車、船、飛機服務人員(含空服員),R930000000,---,---,---
275,2025,導遊、領隊及解說員,R930000000,---,---,---
276,2025,廚師(含廚房領班),R930000000,1651,41022,50
277,2025,飲料調配及調酒員,R930000000,827,33002,41.6
278,2025,餐飲服務人員(含餐飲領班、餐食櫃台工作),R930000000,7351,33365,42.1
279,2025,美髮、美容及造型設計人員,R930000000,---,---,---
280,2025,旅館管家、舍監(含房務領班),R930000000,---,---,---
281,2025,寵物美容師及動物照料工作人員,R930000000,272,34310,44.8
282,2025,按摩師,R930000000,-,-,-
283,2025,商店銷售及展售人員(含門市店長),R930000000,2578,35199,44.1
284,2025,收銀員及售票員,R930000000,2523,32131,39.4
285,2025,電話及網路行銷人員,R930000000,-,-,-
286,2025,兒童照顧人員(含保母),R930000000,-,-,-
287,2025,建築物管理員、保全及警衛人員,R930000000,253,33422,40
288,2025,救生員,R930000000,1075,34077,41.7
289,2025,其他服務及銷售工作人員,R930000000,476,31171,37.7
290,2025,技藝、機械設備操作及組裝人員,R930000000,1831,35995,45.4
291,2025,園藝及農牧業生產人員,R930000000,635,35478,44.6
292,2025,營建木作人員,R930000000,---,---,---
293,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),R930000000,-,-,-
294,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),R930000000,---,---,---
295,2025,焊接及切割人員(含電焊工、氣焊工),R930000000,-,-,-
296,2025,車輛維修人員(含自行車、機車、汽車、火車),R930000000,---,---,---
297,2025,產業用機器維修人員,R930000000,421,36561,44.5
298,2025,陶瓷製品有關工作人員(含磚瓦),R930000000,-,-,-
299,2025,各種材質手工藝人員,R930000000,-,-,-
300,2025,美編、印刷及有關工作人員(含印刷前置、裝訂),R930000000,-,-,-
301,2025,電力、電子、資通訊設備裝修人員(含水電工),R930000000,559,36679,47.1
302,2025,食品製造及處理人員(含酒類、飲料、製糖、菸葉),R930000000,---,---,---
303,2025,服飾打樣人員,R930000000,---,---,---
304,2025,潛水人員,R930000000,-,-,-
305,2025,消毒及除蟲有關工作人員,R930000000,-,-,-
306,2025,生產機械設備操作人員、剪裁或裁縫人員,R930000000,-,-,-
307,2025,洗衣(含鞋包)、熨燙工,R930000000,---,---,---
308,2025,軌道車輛駕駛人員,R930000000,-,-,-
309,2025,小客、貨車駕駛人員,R930000000,---,---,---
310,2025,大客、貨車駕駛人員,R930000000,---,---,---
311,2025,推土、吊車、起重機等移運設備操作人員,R930000000,---,---,---
312,2025,船舶艙面水手及有關工作人員,R930000000,---,---,---
313,2025,其他技藝、機械設備操作及組裝人員,R930000000,-,-,-
314,2025,基層技術工及勞力工,R930000000,13777,31069,38
315,2025,清潔及家事工作人員(含建築清潔工、房務人員),R930000000,1724,30355,37.4
316,2025,勞力工(含理貨員、行李搬運工),R930000000,680,31075,38.9
317,2025,廚房幫工(含速食烹調),R930000000,443,30084,37.2
318,2025,抄表員及自動販賣機收款員,R930000000,-,-,-
319,2025,停車場管理工,R930000000,---,---,---
320,2025,收票員、引座員、休閒遊樂場所服務員,R930000000,10916,31219,38
