序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
339,2025,廣告及行銷專業人員(含企劃),F433000000,---,---,---
340,2025,公關專業人員,F433000000,---,---,---
341,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),F433000000,794,51719,76.1
342,2025,律師,F433000000,-,-,-
343,2025,翻譯人員,F433000000,---,---,---
344,2025,其他專業人員,F433000000,-,-,-
345,2025,技術員及助理專業人員,F433000000,24067,42661,59
346,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),F433000000,4908,40751,60.6
347,2025,電機、電子技術員,F433000000,6904,44009,59
348,2025,冷凍空調技術員,F433000000,4231,41158,57.6
349,2025,機械技術員(含造船、輪機、鑄造),F433000000,789,42703,55.7
350,2025,品管、工管及生管技術員,F433000000,---,---,---
351,2025,製圖員,F433000000,2029,41084,55.8
352,2025,環境工程技術員,F433000000,119,37559,49.9
353,2025,發電設備操作員,F433000000,-,-,-
354,2025,化學加工設備控制員,F433000000,-,-,-
355,2025,勞安及衛生技術員,F433000000,1524,36180,46.4
356,2025,會計人員,F433000000,---,---,---
357,2025,工商業銷售代表(含業務員),F433000000,1965,52637,76.7
358,2025,採購員,F433000000,686,42297,57.4
359,2025,專業秘書,F433000000,248,48222,76.7
360,2025,法務人員,F433000000,---,---,---
361,2025,資訊管理及維護技術員,F433000000,523,41265,52.4
362,2025,電信技術員,F433000000,-,-,-
363,2025,其他技術員及助理專業人員,F433000000,-,-,-
364,2025,事務支援人員,F433000000,20008,37000,48.9
365,2025,總務,F433000000,1985,35161,45.7
366,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),F433000000,9769,37172,49.5
367,2025,收帳、收費人員(含帳款催收),F433000000,---,---,---
368,2025,接待員及服務台事務人員(含總機),F433000000,---,---,---
369,2025,電話及網路客服人員,F433000000,-,-,-
370,2025,醫院(診所)櫃台事務人員,F433000000,-,-,-
371,2025,會計助理、簿記、出納,F433000000,6504,37686,49.6
372,2025,統計、財務、證券及保險事務人員,F433000000,-,-,-
373,2025,存貨事務人員,F433000000,383,36505,48.8
374,2025,生產及物料規劃事務人員,F433000000,204,35906,47.5
375,2025,運輸事務人員(含稽查、調度、管理、航務),F433000000,-,-,-
376,2025,人事事務人員,F433000000,853,35888,48.6
377,2025,其他事務支援人員,F433000000,-,-,-
378,2025,服務及銷售工作人員,F433000000,89,31697,39.6
379,2025,廚師(含廚房領班),F433000000,-,-,-
380,2025,商店銷售及展售人員(含門市店長),F433000000,-,-,-
381,2025,建築物管理員、保全及警衛人員,F433000000,89,31697,39.6
382,2025,技藝、機械設備操作及組裝人員,F433000000,73455,39769,50.1
383,2025,園藝及農牧業生產人員,F433000000,-,-,-
384,2025,砌磚及有關工作人員,F433000000,-,-,-
385,2025,鋼筋彎紮、模板及混凝土有關工作人員,F433000000,-,-,-
386,2025,營建木作人員,F433000000,-,-,-
387,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),F433000000,---,---,---
388,2025,屋頂工作、地面牆面鋪設、泥作工作人員,F433000000,---,---,---
389,2025,絕緣材料、玻璃安裝人員,F433000000,---,---,---
390,2025,管道裝設人員(含檢修),F433000000,13131,38078,47.4
391,2025,空調及冷凍機械裝修人員,F433000000,6203,34219,43.9
392,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),F433000000,-,-,-
393,2025,焊接及切割人員(含電焊工、氣焊工),F433000000,2800,42944,53.3
394,2025,金屬結構預備及組合人員,F433000000,967,34456,44
395,2025,鍛造、錘造及鍛壓工作人員,F433000000,-,-,-
396,2025,工具製造人員(含模具工、鉗工),F433000000,---,---,---
397,2025,金屬工具機設定及操作人員,F433000000,-,-,-
398,2025,車輛維修人員(含自行車、機車、汽車、火車),F433000000,-,-,-
399,2025,產業用機器維修人員,F433000000,251,38263,57.5
400,2025,電力、電子、資通訊設備裝修人員(含水電工),F433000000,48541,40768,52.2
401,2025,生產機械設備操作人員、剪裁或裁縫人員,F433000000,-,-,-
402,2025,組裝(現場)人員,F433000000,-,-,-
403,2025,小客、貨車駕駛人員,F433000000,413,40403,51.8
404,2025,大客、貨車駕駛人員,F433000000,---,---,---
405,2025,推土、吊車、起重機等移運設備操作人員,F433000000,---,---,---
406,2025,其他技藝、機械設備操作及組裝人員,F433000000,-,-,-
407,2025,基層技術工及勞力工,F433000000,3784,32132,40.2
408,2025,清潔及家事工作人員(含建築清潔工、房務人員),F433000000,---,---,---
409,2025,勞力工(含理貨員、行李搬運工),F433000000,3271,32261,41
410,2025,廚房幫工(含速食烹調),F433000000,-,-,-
411,2025,抄表員及自動販賣機收款員,F433000000,-,-,-
412,2025,停車場管理工,F433000000,-,-,-
413,2025,主管及監督人員,F439000000,11403,66686,97.3
414,2025,高階主管(總經理及總執行長),F439000000,597,117144,196.1
415,2025,中階主管(經理),F439000000,2311,84574,124.8
416,2025,監督人員(含現場及辦公室主任、科/股長),F439000000,8495,58274,82.2
417,2025,專業人員,F439000000,6219,51037,72.7
418,2025,品管、工管及生管工程師,F439000000,-,-,-
419,2025,土木及水利工程師,F439000000,405,60202,89.7
420,2025,環境工程師,F439000000,-,-,-
421,2025,冷凍空調工程師,F439000000,-,-,-
422,2025,機械工程師(含造船、輪機、鑄造),F439000000,---,---,---
423,2025,電機、電子工程師,F439000000,---,---,---
424,2025,建築工程師(含建築師),F439000000,---,---,---
425,2025,景觀設計師、都市及交通規劃師,F439000000,---,---,---
426,2025,測量師及製圖師,F439000000,---,---,---
427,2025,室內設計師,F439000000,4782,49555,70.2
428,2025,平面及多媒體設計師,F439000000,-,-,-
429,2025,勞安及衛生管理人員(含工業安全管理師),F439000000,300,50781,66.3
430,2025,會(審)計師,F439000000,-,-,-
431,2025,財務及投資規劃分析人員,F439000000,---,---,---
432,2025,專案管理師(含經營管理顧問),F439000000,---,---,---
433,2025,稽核人員,F439000000,---,---,---
434,2025,人力資源管理師,F439000000,---,---,---
435,2025,廣告及行銷專業人員(含企劃),F439000000,---,---,---
436,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),F439000000,---,---,---
437,2025,律師,F439000000,-,-,-
438,2025,翻譯人員,F439000000,-,-,-
439,2025,技術員及助理專業人員,F439000000,14229,41503,57.2
440,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),F439000000,7186,43219,60.4
441,2025,電機、電子技術員,F439000000,---,---,---
442,2025,冷凍空調技術員,F439000000,-,-,-
443,2025,機械技術員(含造船、輪機、鑄造),F439000000,166,47630,59.4
444,2025,品管、工管及生管技術員,F439000000,---,---,---
445,2025,製圖員,F439000000,3237,37508,52
446,2025,地質、採礦、鑽探、冶金技術員,F439000000,-,-,-
447,2025,環境工程技術員,F439000000,---,---,---
448,2025,勞安及衛生技術員,F439000000,772,32962,42
449,2025,會計人員,F439000000,---,---,---
450,2025,統計及精算助理專業人員,F439000000,-,-,-
451,2025,工商業銷售代表(含業務員),F439000000,1356,44477,60.7
452,2025,採購員,F439000000,652,43046,58.2
453,2025,專業秘書,F439000000,---,---,---
454,2025,法務人員,F439000000,---,---,---
455,2025,資訊管理及維護技術員,F439000000,---,---,---
456,2025,事務支援人員,F439000000,12502,34510,44.6
457,2025,總務,F439000000,1107,35585,46.9
458,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),F439000000,5237,34806,44.4
459,2025,收帳、收費人員(含帳款催收),F439000000,-,-,-
460,2025,接待員及服務台事務人員(含總機),F439000000,---,---,---
461,2025,醫院(診所)櫃台事務人員,F439000000,-,-,-
462,2025,會計助理、簿記、出納,F439000000,4986,33631,42.7
463,2025,存貨事務人員,F439000000,---,---,---
464,2025,生產及物料規劃事務人員,F439000000,226,34225,41.7
465,2025,運輸事務人員(含稽查、調度、管理、航務),F439000000,-,-,-
466,2025,人事事務人員,F439000000,435,37432,60.9
467,2025,其他事務支援人員,F439000000,-,-,-
468,2025,服務及銷售工作人員,F439000000,384,37190,48.4
469,2025,廚師(含廚房領班),F439000000,-,-,-
470,2025,商店銷售及展售人員(含門市店長),F439000000,---,---,---
471,2025,建築物管理員、保全及警衛人員,F439000000,---,---,---
472,2025,技藝、機械設備操作及組裝人員,F439000000,107477,40482,50.5
473,2025,園藝及農牧業生產人員,F439000000,3000,31969,40.8
474,2025,砌磚及有關工作人員,F439000000,---,---,---
475,2025,砌石、裁石及石雕人員,F439000000,---,---,---
476,2025,鋼筋彎紮、模板及混凝土有關工作人員,F439000000,17334,43296,51.1
477,2025,營建木作人員,F439000000,11822,39843,49.7
478,2025,其他營建構造人員(含鷹架工、鋁門窗及廣告招牌製作安裝),F439000000,13821,37212,46.7
479,2025,屋頂工作、地面牆面鋪設、泥作工作人員,F439000000,13519,36922,44.7
480,2025,絕緣材料、玻璃安裝人員,F439000000,---,---,---
481,2025,管道裝設人員(含檢修),F439000000,---,---,---
482,2025,空調及冷凍機械裝修人員,F439000000,-,-,-
483,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),F439000000,12125,37401,46.8
484,2025,焊接及切割人員(含電焊工、氣焊工),F439000000,6063,40189,50.3
485,2025,金屬結構預備及組合人員,F439000000,7784,40407,48.5
486,2025,鍛造、錘造及鍛壓工作人員,F439000000,-,-,-
487,2025,工具製造人員(含模具工、鉗工),F439000000,---,---,---
488,2025,金屬工具機設定及操作人員,F439000000,-,-,-
489,2025,車輛維修人員(含自行車、機車、汽車、火車),F439000000,---,---,---
490,2025,產業用機器維修人員,F439000000,---,---,---
491,2025,電力、電子、資通訊設備裝修人員(含水電工),F439000000,256,37307,49.2
492,2025,木材處理、家具木工及有關工作人員,F439000000,-,-,-
493,2025,生產機械設備操作人員、剪裁或裁縫人員,F439000000,-,-,-
494,2025,組裝(現場)人員,F439000000,-,-,-
495,2025,小客、貨車駕駛人員,F439000000,---,---,---
496,2025,大客、貨車駕駛人員,F439000000,1462,49376,61
497,2025,推土、吊車、起重機等移運設備操作人員,F439000000,16766,47457,61
498,2025,其他技藝、機械設備操作及組裝人員,F439000000,-,-,-
499,2025,基層技術工及勞力工,F439000000,15041,33570,43
500,2025,清潔及家事工作人員(含建築清潔工、房務人員),F439000000,---,---,---
501,2025,勞力工(含理貨員、行李搬運工),F439000000,12612,33818,43
502,2025,廚房幫工(含速食烹調),F439000000,---,---,---
503,2025,抄表員及自動販賣機收款員,F439000000,-,-,-
504,2025,停車場管理工,F439000000,-,-,-
