序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
97,2025,土木及水利工程師,D351000000,358,57482,94.8
98,2025,環境工程師,D351000000,---,---,---
99,2025,機械工程師(含造船、輪機、鑄造),D351000000,1638,64054,108
100,2025,化學工程師,D351000000,209,63877,107.3
101,2025,電機、電子工程師,D351000000,4396,64172,111.6
102,2025,電信工程師,D351000000,-,-,-
103,2025,測量師及製圖師,D351000000,---,---,---
104,2025,護理人員,D351000000,57,51131,85.4
105,2025,勞安及衛生管理人員(含工業安全管理師),D351000000,144,70089,111.4
106,2025,會(審)計師,D351000000,-,-,-
107,2025,財務及投資規劃分析人員,D351000000,---,---,---
108,2025,專案管理師(含經營管理顧問),D351000000,---,---,---
109,2025,稽核人員,D351000000,---,---,---
110,2025,人力資源管理師,D351000000,---,---,---
111,2025,廣告及行銷專業人員(含企劃),D351000000,152,70828,114.2
112,2025,公關專業人員,D351000000,106,65386,109.4
113,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),D351000000,227,58391,95.5
114,2025,律師,D351000000,---,---,---
115,2025,翻譯人員,D351000000,-,-,-
116,2025,其他專業人員,D351000000,-,-,-
117,2025,技術員及助理專業人員,D351000000,1747,59624,102.2
118,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),D351000000,-,-,-
119,2025,電機、電子技術員,D351000000,1177,62084,108.4
120,2025,機械技術員(含造船、輪機、鑄造),D351000000,115,53027,91.7
121,2025,化工技術員,D351000000,---,---,---
122,2025,品管、工管及生管技術員,D351000000,---,---,---
123,2025,製圖員,D351000000,---,---,---
124,2025,環境工程技術員,D351000000,---,---,---
125,2025,發電設備操作員,D351000000,-,-,-
126,2025,焚化爐、水處理及氣(液)體設備操作員,D351000000,99,54501,93.3
127,2025,勞安及衛生技術員,D351000000,---,---,---
128,2025,會計人員,D351000000,---,---,---
129,2025,工商業銷售代表(含業務員),D351000000,50,47916,74.7
130,2025,採購員,D351000000,---,---,---
131,2025,專業秘書,D351000000,---,---,---
132,2025,法務人員,D351000000,39,61947,97.7
133,2025,資訊管理及維護技術員,D351000000,68,57179,92.5
134,2025,其他技術員及助理專業人員,D351000000,-,-,-
135,2025,事務支援人員,D351000000,4325,56577,92.5
136,2025,總務,D351000000,679,55184,93.6
137,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),D351000000,1911,55808,91.3
138,2025,收帳、收費人員(含帳款催收),D351000000,---,---,---
139,2025,接待員及服務台事務人員(含總機),D351000000,---,---,---
140,2025,電話及網路客服人員,D351000000,-,-,-
141,2025,會計助理、簿記、出納,D351000000,737,56331,90.8
142,2025,存貨事務人員,D351000000,562,60802,98.3
143,2025,生產及物料規劃事務人員,D351000000,---,---,---
144,2025,運輸事務人員(含稽查、調度、管理、航務),D351000000,---,---,---
145,2025,人事事務人員,D351000000,384,58180,93.4
146,2025,其他事務支援人員,D351000000,-,-,-
147,2025,服務及銷售工作人員,D351000000,-,-,-
148,2025,建築物管理員、保全及警衛人員,D351000000,-,-,-
149,2025,技藝、機械設備操作及組裝人員,D351000000,11488,59826,104.2
150,2025,鋼筋彎紮、模板及混凝土有關工作人員,D351000000,---,---,---
151,2025,管道裝設人員(含檢修),D351000000,-,-,-
152,2025,焊接及切割人員(含電焊工、氣焊工),D351000000,---,---,---
153,2025,金屬工具機設定及操作人員,D351000000,-,-,-
154,2025,電力、電子、資通訊設備裝修人員(含水電工),D351000000,10751,60107,104.8
155,2025,生產機械設備操作人員、剪裁或裁縫人員,D351000000,347,57089,104.7
156,2025,小客、貨車駕駛人員,D351000000,---,---,---
157,2025,推土、吊車、起重機等移運設備操作人員,D351000000,164,53794,92.2
158,2025,其他技藝、機械設備操作及組裝人員,D351000000,-,-,-
159,2025,基層技術工及勞力工,D351000000,---,---,---
160,2025,清潔及家事工作人員(含建築清潔工、房務人員),D351000000,---,---,---
161,2025,勞力工(含理貨員、行李搬運工),D351000000,---,---,---
162,2025,抄表員及自動販賣機收款員,D351000000,-,-,-
163,2025,停車場管理工,D351000000,-,-,-
164,2025,主管及監督人員,D352000000,787,89898,158.9
165,2025,高階主管(總經理及總執行長),D352000000,92,167305,303.2
166,2025,中階主管(經理),D352000000,227,95415,169.8
167,2025,監督人員(含現場及辦公室主任、科/股長),D352000000,468,72006,125.7
168,2025,專業人員,D352000000,648,61896,111
169,2025,品管、工管及生管工程師,D352000000,108,64032,114.6
170,2025,土木及水利工程師,D352000000,105,62066,108.9
171,2025,環境工程師,D352000000,---,---,---
172,2025,機械工程師(含造船、輪機、鑄造),D352000000,---,---,---
173,2025,化學工程師,D352000000,---,---,---
174,2025,電機、電子工程師,D352000000,136,62023,103.9
175,2025,護理人員,D352000000,---,---,---
176,2025,勞安及衛生管理人員(含工業安全管理師),D352000000,---,---,---
177,2025,會(審)計師,D352000000,---,---,---
178,2025,財務及投資規劃分析人員,D352000000,-,-,-
179,2025,專案管理師(含經營管理顧問),D352000000,---,---,---
180,2025,稽核人員,D352000000,---,---,---
181,2025,人力資源管理師,D352000000,---,---,---
182,2025,廣告及行銷專業人員(含企劃),D352000000,---,---,---
183,2025,公關專業人員,D352000000,---,---,---
184,2025,資訊及通訊專業人員(含系統分析、程式設計、資料庫及網路專業人員),D352000000,93,58835,111.1
185,2025,律師,D352000000,-,-,-
186,2025,翻譯人員,D352000000,-,-,-
187,2025,其他專業人員,D352000000,-,-,-
188,2025,技術員及助理專業人員,D352000000,2044,50029,88.5
189,2025,營建工程技術員(含建築、土木、景觀、測量、水利、消防),D352000000,275,47281,79.6
190,2025,電機、電子技術員,D352000000,131,51162,92.6
191,2025,機械技術員(含造船、輪機、鑄造),D352000000,124,47805,83.3
192,2025,化工技術員,D352000000,403,56703,93.6
193,2025,品管、工管及生管技術員,D352000000,154,42966,72.8
194,2025,製圖員,D352000000,92,46019,94.3
195,2025,環境工程技術員,D352000000,---,---,---
196,2025,發電設備操作員,D352000000,-,-,-
197,2025,焚化爐、水處理及氣(液)體設備操作員,D352000000,582,50030,92.7
198,2025,石油及天然氣精煉設備操作員,D352000000,-,-,-
199,2025,義肢、義齒等人體輔具技術員,D352000000,-,-,-
200,2025,勞安及衛生技術員,D352000000,---,---,---
201,2025,會計人員,D352000000,---,---,---
202,2025,工商業銷售代表(含業務員),D352000000,100,46783,87.5
203,2025,採購員,D352000000,---,---,---
204,2025,報關員(含報驗、船務人員),D352000000,-,-,-
205,2025,專業秘書,D352000000,---,---,---
206,2025,法務人員,D352000000,---,---,---
207,2025,資訊管理及維護技術員,D352000000,64,47616,84.5
208,2025,其他技術員及助理專業人員,D352000000,-,-,-
209,2025,事務支援人員,D352000000,1139,44271,77.2
210,2025,總務,D352000000,79,45211,77.1
211,2025,辦公室綜合事務人員(含資料登錄、一般事務秘書),D352000000,337,45106,77.2
212,2025,銀行、郵局櫃台事務人員,D352000000,-,-,-
213,2025,收帳、收費人員(含帳款催收),D352000000,175,44568,84.7
214,2025,接待員及服務台事務人員(含總機),D352000000,97,36376,68.2
215,2025,電話及網路客服人員,D352000000,---,---,---
216,2025,統計調查訪談人員,D352000000,-,-,-
217,2025,醫院(診所)櫃台事務人員,D352000000,-,-,-
218,2025,會計助理、簿記、出納,D352000000,213,43609,73.6
219,2025,統計、財務、證券及保險事務人員,D352000000,-,-,-
220,2025,存貨事務人員,D352000000,76,43650,77.3
221,2025,生產及物料規劃事務人員,D352000000,46,42799,69.1
222,2025,運輸事務人員(含稽查、調度、管理、航務),D352000000,-,-,-
223,2025,人事事務人員,D352000000,73,47314,82.1
224,2025,其他事務支援人員,D352000000,-,-,-
225,2025,服務及銷售工作人員,D352000000,---,---,---
226,2025,廚師(含廚房領班),D352000000,-,-,-
227,2025,商店銷售及展售人員(含門市店長),D352000000,---,---,---
228,2025,建築物管理員、保全及警衛人員,D352000000,---,---,---
229,2025,其他服務及銷售工作人員,D352000000,-,-,-
230,2025,技藝、機械設備操作及組裝人員,D352000000,1033,43724,72.4
231,2025,鋼筋彎紮、模板及混凝土有關工作人員,D352000000,---,---,---
232,2025,管道裝設人員(含檢修),D352000000,612,45833,83
233,2025,車輛維修人員(含自行車、機車、汽車、火車),D352000000,-,-,-
234,2025,產業用機器維修人員,D352000000,---,---,---
235,2025,精密儀器製造及修理人員,D352000000,-,-,-
236,2025,電力、電子、資通訊設備裝修人員(含水電工),D352000000,---,---,---
237,2025,生產機械設備操作人員、剪裁或裁縫人員,D352000000,88,38220,50.1
238,2025,機車送件駕駛人員,D352000000,-,-,-
239,2025,小客、貨車駕駛人員,D352000000,124,39205,58.4
240,2025,大客、貨車駕駛人員,D352000000,152,41635,53.3
241,2025,推土、吊車、起重機等移運設備操作人員,D352000000,---,---,---
242,2025,船舶艙面水手及有關工作人員,D352000000,-,-,-
243,2025,其他技藝、機械設備操作及組裝人員,D352000000,-,-,-
244,2025,基層技術工及勞力工,D352000000,187,35646,57
245,2025,清潔及家事工作人員(含建築清潔工、房務人員),D352000000,---,---,---
246,2025,勞力工(含理貨員、行李搬運工),D352000000,---,---,---
247,2025,廢棄物收集工及回收資源分類工,D352000000,-,-,-
248,2025,抄表員及自動販賣機收款員,D352000000,136,37236,61
249,2025,停車場管理工,D352000000,-,-,-
