序號,年度,職類別,行業別,7月底受僱員工人數,7月經常性薪資（金額元）,113年1月至113年12月全年薪資所得（金額萬元）
370,2025,技藝、機械設備操作及組裝人員,I569000000,3697,37488,51.4
371,2025,空調及冷凍機械裝修人員,I569000000,-,-,-
372,2025,油漆、噴漆人員(含汽車鍍膜、裱糊工),I569000000,-,-,-
373,2025,車輛維修人員(含自行車、機車、汽車、火車),I569000000,-,-,-
374,2025,產業用機器維修人員,I569000000,-,-,-
375,2025,電力、電子、資通訊設備裝修人員(含水電工),I569000000,---,---,---
376,2025,食品製造及處理人員(含酒類、飲料、製糖、菸葉),I569000000,2556,37984,52.4
377,2025,產品分級及檢查人員,I569000000,-,-,-
378,2025,洗衣(含鞋包)、熨燙工,I569000000,-,-,-
379,2025,機車送件駕駛人員,I569000000,-,-,-
380,2025,小客、貨車駕駛人員,I569000000,868,34005,43.9
381,2025,大客、貨車駕駛人員,I569000000,264,44147,71.1
382,2025,基層技術工及勞力工,I569000000,12835,30980,36.7
383,2025,清潔及家事工作人員(含建築清潔工、房務人員),I569000000,444,29155,36.6
384,2025,勞力工(含理貨員、行李搬運工),I569000000,457,31015,40.3
385,2025,廚房幫工(含速食烹調),I569000000,11934,31046,36.5
386,2025,抄表員及自動販賣機收款員,I569000000,-,-,-
387,2025,停車場管理工,I569000000,-,-,-
